Square_ID,target_2019
4e3c3896-14ce-11ea-bce5-f49634744a41,0.002403562493036112
4e3c3897-14ce-11ea-bce5-f49634744a41,0.0023966263926303373
4e3c3898-14ce-11ea-bce5-f49634744a41,0.002389078707660524
4e3c3899-14ce-11ea-bce5-f49634744a41,0.0027479316024175146
4e3c389a-14ce-11ea-bce5-f49634744a41,0.0027507987757436968
4e3c389b-14ce-11ea-bce5-f49634744a41,0.0027545154682196787
4e3c389c-14ce-11ea-bce5-f49634744a41,0.0027563244623181648
4e3c389d-14ce-11ea-bce5-f49634744a41,0.0027556492144371982
4e3c389e-14ce-11ea-bce5-f49634744a41,0.002747074358540109
4e3c389f-14ce-11ea-bce5-f49634744a41,0.0024035729936021347
4e3c38a0-14ce-11ea-bce5-f49634744a41,0.0024035734597179044
4e3c38a1-14ce-11ea-bce5-f49634744a41,0.0023964017441356535
4e3c38a2-14ce-11ea-bce5-f49634744a41,0.0023273920935134584
4e3c38a3-14ce-11ea-bce5-f49634744a41,0.002748170003933011
4e3c38a4-14ce-11ea-bce5-f49634744a41,0.0027500749011388106
4e3c38a5-14ce-11ea-bce5-f49634744a41,0.0027534063945188086
4e3c38a6-14ce-11ea-bce5-f49634744a41,0.0027362597857006577
4e3c38a7-14ce-11ea-bce5-f49634744a41,0.002755945089423381
4e3c38a8-14ce-11ea-bce5-f49634744a41,0.0027471267477323946
4e3c38a9-14ce-11ea-bce5-f49634744a41,0.0027526293262260925
4e3c38aa-14ce-11ea-bce5-f49634744a41,0.0027538466481686584
4e3c38ab-14ce-11ea-bce5-f49634744a41,0.0027886347595906373
4e3c38ac-14ce-11ea-bce5-f49634744a41,0.0027423799052948205
4e3c38ad-14ce-11ea-bce5-f49634744a41,0.0024037954158647947
4e3c38ae-14ce-11ea-bce5-f49634744a41,0.0024037958808005803
4e3c38af-14ce-11ea-bce5-f49634744a41,0.0023966241652183294
4e3c38b0-14ce-11ea-bce5-f49634744a41,0.002754210789260317
4e3c38b1-14ce-11ea-bce5-f49634744a41,0.0027481537595982364
4e3c38b2-14ce-11ea-bce5-f49634744a41,0.0027501857349004504
4e3c38b3-14ce-11ea-bce5-f49634744a41,0.0027534833582091483
4e3c38b4-14ce-11ea-bce5-f49634744a41,0.00275445091906776
4e3c38b5-14ce-11ea-bce5-f49634744a41,0.0027564282007480644
4e3c38b6-14ce-11ea-bce5-f49634744a41,0.002747676856033857
4e3c38b7-14ce-11ea-bce5-f49634744a41,0.0027459722661015546
4e3c38b8-14ce-11ea-bce5-f49634744a41,0.002733117030277139
4e3c38b9-14ce-11ea-bce5-f49634744a41,0.0027419911025753545
4e3c38ba-14ce-11ea-bce5-f49634744a41,0.002375497694853879
4e3c38bb-14ce-11ea-bce5-f49634744a41,0.0023753714153921953
4e3c38bc-14ce-11ea-bce5-f49634744a41,0.0026760521916388644
4e3c38bd-14ce-11ea-bce5-f49634744a41,0.0022990095615955963
4e3c38be-14ce-11ea-bce5-f49634744a41,0.002374175117101693
4e3c38bf-14ce-11ea-bce5-f49634744a41,0.002751280983356137
4e3c38c0-14ce-11ea-bce5-f49634744a41,0.0027544938037954263
4e3c38c1-14ce-11ea-bce5-f49634744a41,0.002747933328558477
4e3c38c2-14ce-11ea-bce5-f49634744a41,0.002750435876193954
4e3c38c3-14ce-11ea-bce5-f49634744a41,0.002752645134851017
4e3c38c4-14ce-11ea-bce5-f49634744a41,0.002753402828155409
4e3c38c5-14ce-11ea-bce5-f49634744a41,0.00275480029667993
4e3c38c6-14ce-11ea-bce5-f49634744a41,0.0027481986358402514
4e3c38c7-14ce-11ea-bce5-f49634744a41,0.002727591185570712
4e3c38c8-14ce-11ea-bce5-f49634744a41,0.0027330166525693016
4e3c38c9-14ce-11ea-bce5-f49634744a41,0.002332093289354708
4e3c38ca-14ce-11ea-bce5-f49634744a41,0.0023324020513844617
4e3c38cb-14ce-11ea-bce5-f49634744a41,0.0023323816474587864
4e3c38cc-14ce-11ea-bce5-f49634744a41,0.0026109757622876256
4e3c38cd-14ce-11ea-bce5-f49634744a41,0.002688603012551058
4e3c38ce-14ce-11ea-bce5-f49634744a41,0.0027450782848954768
4e3c38cf-14ce-11ea-bce5-f49634744a41,0.0027513905537178127
4e3c38d0-14ce-11ea-bce5-f49634744a41,0.0027545850570799934
4e3c38d1-14ce-11ea-bce5-f49634744a41,0.0027545687962200914
4e3c38d2-14ce-11ea-bce5-f49634744a41,0.002750510871052596
4e3c38d3-14ce-11ea-bce5-f49634744a41,0.0027352526574236555
4e3c38d4-14ce-11ea-bce5-f49634744a41,0.0027358665366158438
4e3c38d5-14ce-11ea-bce5-f49634744a41,0.0027360172716794535
4e3c38d6-14ce-11ea-bce5-f49634744a41,0.0027290286372206435
4e3c38d7-14ce-11ea-bce5-f49634744a41,0.0027281309756308505
4e3c38d8-14ce-11ea-bce5-f49634744a41,0.002728349465813303
4e3c38d9-14ce-11ea-bce5-f49634744a41,0.002331265476999655
4e3c38da-14ce-11ea-bce5-f49634744a41,0.002332480345748994
4e3c38db-14ce-11ea-bce5-f49634744a41,0.0023324474262826148
4e3c38dc-14ce-11ea-bce5-f49634744a41,0.0023635533504666496
4e3c38dd-14ce-11ea-bce5-f49634744a41,0.002598675677001014
4e3c38de-14ce-11ea-bce5-f49634744a41,0.002598676596614792
4e3c38df-14ce-11ea-bce5-f49634744a41,0.0026765040368952964
4e3c38e0-14ce-11ea-bce5-f49634744a41,0.0026897098457016734
4e3c38e1-14ce-11ea-bce5-f49634744a41,0.002736120534084244
4e3c38e2-14ce-11ea-bce5-f49634744a41,0.0027387580197005827
4e3c38e3-14ce-11ea-bce5-f49634744a41,0.0027545736568180368
4e3c38e4-14ce-11ea-bce5-f49634744a41,0.002750032304602922
4e3c38e5-14ce-11ea-bce5-f49634744a41,0.0027563644000790353
4e3c38e6-14ce-11ea-bce5-f49634744a41,0.002735486920124778
4e3c38e7-14ce-11ea-bce5-f49634744a41,0.002736074976854143
4e3c38e8-14ce-11ea-bce5-f49634744a41,0.0027275168866435838
4e3c38e9-14ce-11ea-bce5-f49634744a41,0.002728109352640934
4e3c38ea-14ce-11ea-bce5-f49634744a41,0.002331401029667315
4e3c38eb-14ce-11ea-bce5-f49634744a41,0.00233126382708326
4e3c38ec-14ce-11ea-bce5-f49634744a41,0.0023326726269868488
4e3c38ed-14ce-11ea-bce5-f49634744a41,0.00235966932618356
4e3c38ee-14ce-11ea-bce5-f49634744a41,0.002364446601782778
4e3c38ef-14ce-11ea-bce5-f49634744a41,0.0025051906433015076
4e3c38f0-14ce-11ea-bce5-f49634744a41,0.002598227378415142
4e3c38f1-14ce-11ea-bce5-f49634744a41,0.0025987616324074313
4e3c38f2-14ce-11ea-bce5-f49634744a41,0.0026117560069321656
4e3c38f3-14ce-11ea-bce5-f49634744a41,0.002688887294636798
4e3c38f4-14ce-11ea-bce5-f49634744a41,0.0027363689431428367
4e3c38f5-14ce-11ea-bce5-f49634744a41,0.0027387595619671923
4e3c38f6-14ce-11ea-bce5-f49634744a41,0.002738765119421725
4e3c38f7-14ce-11ea-bce5-f49634744a41,0.002739940927523135
4e3c38f8-14ce-11ea-bce5-f49634744a41,0.002735500603279882
4e3c38f9-14ce-11ea-bce5-f49634744a41,0.00273635470905168
4e3c38fa-14ce-11ea-bce5-f49634744a41,0.0027366124738661475
4e3c38fb-14ce-11ea-bce5-f49634744a41,0.0027273868862577565
4e3c38fc-14ce-11ea-bce5-f49634744a41,0.002331309291533594
4e3c38fd-14ce-11ea-bce5-f49634744a41,0.0023227552670563884
4e3c38fe-14ce-11ea-bce5-f49634744a41,0.002330560729005597
4e3c38ff-14ce-11ea-bce5-f49634744a41,0.00234238692493089
4e3c3900-14ce-11ea-bce5-f49634744a41,0.0023329549788956255
4e3c3901-14ce-11ea-bce5-f49634744a41,0.0023645828603901893
4e3c3902-14ce-11ea-bce5-f49634744a41,0.0025109613393617686
4e3c3903-14ce-11ea-bce5-f49634744a41,0.0024808252102812576
4e3c3904-14ce-11ea-bce5-f49634744a41,0.002628112292283298
4e3c3905-14ce-11ea-bce5-f49634744a41,0.0026278444386953637
4e3c3906-14ce-11ea-bce5-f49634744a41,0.002628645383233991
4e3c3907-14ce-11ea-bce5-f49634744a41,0.0026174370480522907
4e3c3908-14ce-11ea-bce5-f49634744a41,0.002706362075867817
4e3c3909-14ce-11ea-bce5-f49634744a41,0.0027080534603236726
4e3c390a-14ce-11ea-bce5-f49634744a41,0.0027656068025551464
4e3c390b-14ce-11ea-bce5-f49634744a41,0.002766064361107828
4e3c390c-14ce-11ea-bce5-f49634744a41,0.0027672402540768037
